section,group_num,student_id,tree_gps,_tree_gps_latitude,_tree_gps_longitude,_tree_gps_altitude,_tree_gps_precision,species,individual,color,fall,photo,meta/instanceID,_id,_uuid,_submission_time,_tags,_notes,_version,_duration,_submitted_by,_total_media,_media_count,_media_all_received,_xform_id
MW,4,D,42.732279 -84.480536 261.1945495605469 65,42.732279,-84.480536,261.1945495605469,65,QUAL,CC0320*01,1,0,http://classic.ona.io/api/v1/files/9283306?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-15_51_47.jpg,uuid:a939b8c1-cf4f-4ac9-8d8d-b8ee8f95d968,34133333,a939b8c1-cf4f-4ac9-8d8d-b8ee8f95d968,2018-09-06T19:52:02,,,201808291543,,,1,1,True,338971
TR,10,C,42.72243 -84.47806 261.3311462402344 65,42.72243,-84.47806,261.3311462402344,65,ACRU,20100048*06,5,0,http://classic.ona.io/api/v1/files/9283477?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_35_19.jpg,uuid:2a0646c9-3a19-4f12-a423-8fb46b144276,34134554,2a0646c9-3a19-4f12-a423-8fb46b144276,2018-09-06T20:37:36,,,201808291543,,,1,1,True,338971
TR,10,C,42.722341 -84.478062 261.0910949707031 65,42.722341,-84.478062,261.0910949707031,65,ACRU,20100048*07,5,0,http://classic.ona.io/api/v1/files/9283482?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_36_54.jpg,uuid:0607ac37-66f2-48c1-842d-3d3aa3bef5a7,34134569,0607ac37-66f2-48c1-842d-3d3aa3bef5a7,2018-09-06T20:38:46,,,201808291543,,,1,1,True,338971
MW,29,C,42.730313 -84.478414 261.2900085449219 65,42.730313,-84.478414,261.2900085449219,65,ACSA,CC6527*01,5,15,http://classic.ona.io/api/v1/files/9283494?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_44_10.jpg,uuid:bc1efb9e-e123-4af5-9bb6-20d5ac8d857e,34134897,bc1efb9e-e123-4af5-9bb6-20d5ac8d857e,2018-09-06T20:45:25,,,201808291543,,,1,1,True,338971
MW,29,A,42.730362 -84.477966 260.8502502441406 65,42.730362,-84.477966,260.8502502441406,65,ACSA,CC6527*01,5,15,http://classic.ona.io/api/v1/files/9283495?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_45_35.jpg,uuid:07a52632-3dd6-4319-9f4f-808679e0874c,34134919,07a52632-3dd6-4319-9f4f-808679e0874c,2018-09-06T20:45:51,,,201808291543,,,1,1,True,338971
MW,4,C,42.728999 -84.480084 0 64.0989990234375,42.728999,-84.480084,0,64.0989990234375,PLOC,CC9222*01,0,0,http://classic.ona.io/api/v1/files/9283498?filename=nemery1/attachments/338971_Form_BS162_2018_v2/15362668938772085077258-16_48_30.jpg,uuid:daf88d6f-f61d-4312-bfa1-69120581c2d5,34134958,daf88d6f-f61d-4312-bfa1-69120581c2d5,2018-09-06T20:48:44,,,201808291543,,,1,1,True,338971
TR,35,A,42.734352 -84.481921 260.0998229980469 65,42.734352,-84.481921,260.0998229980469,65,COFL,20110608*01,0,10,http://classic.ona.io/api/v1/files/9283506?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_19_15.jpg,uuid:ed230762-d7d2-43bf-8ef2-921a7ec20a2d,34134993,ed230762-d7d2-43bf-8ef2-921a7ec20a2d,2018-09-06T20:51:24,,,201808291543,,,1,1,True,338971
TR,35,A,42.734376 -84.481903 260.19598388671875 65,42.734376,-84.481903,260.19598388671875,65,ULMA,CC4656*01,0,5,http://classic.ona.io/api/v1/files/9283511?filename=nemery1/attachments/338971_Form_BS162_2018_v2/C0CCEF23-E4FB-4F66-8A0A-1D7A8ED87328-16_29_0.jpeg,uuid:e111a46b-eb22-4f1a-b689-977b20abf154,34135006,e111a46b-eb22-4f1a-b689-977b20abf154,2018-09-06T20:51:44,,,201808291543,,,1,1,True,338971
MW,29,C,42.729605 -84.478106 261.2900085449219 65,42.729605,-84.478106,261.2900085449219,65,ACSA,CC6530*01,3,7,http://classic.ona.io/api/v1/files/9283515?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_55_41.jpg,uuid:ecb5e8d8-5930-4baf-9a3b-9fcc730016bd,34135106,ecb5e8d8-5930-4baf-9a3b-9fcc730016bd,2018-09-06T20:55:58,,,201808291543,,,1,1,True,338971
MW,29,A,42.729716 -84.475305 261.2315979003906 65,42.729716,-84.475305,261.2315979003906,65,ACSA,CC6530*01,3,7,http://classic.ona.io/api/v1/files/9283516?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_55_44.jpg,uuid:4051df85-c00c-4686-a1a4-d142ead2e444,34135107,4051df85-c00c-4686-a1a4-d142ead2e444,2018-09-06T20:56:02,,,201808291543,,,1,1,True,338971
MW,22,A,42.732938 -84.477088 258.84586334228516 30,42.732938,-84.477088,258.84586334228516,30,PIST,CC4636*03,2,1,http://classic.ona.io/api/v1/files/9283533?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-16_59_37.jpg,uuid:4cecc628-af5a-423c-8e68-809a7cce97ad,34135365,4cecc628-af5a-423c-8e68-809a7cce97ad,2018-09-06T21:04:57,,,201808291543,,,1,1,True,338971
MW,22,A,42.72618 -84.481889 261.2658386230469 65,42.72618,-84.481889,261.2658386230469,65,ULMA,CC6859*01,1,1,http://classic.ona.io/api/v1/files/9283561?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-17_13_1.jpg,uuid:60a2c913-6bcb-4142-a6e7-4d6ed17640d9,34135748,60a2c913-6bcb-4142-a6e7-4d6ed17640d9,2018-09-06T21:13:38,,,201808291543,,,1,1,True,338971
MW,31,D,42.722753 -84.478021 261.6389465332031 65,42.722753,-84.478021,261.6389465332031,65,QURU,NN0748*01,30,2,http://classic.ona.io/api/v1/files/9283573?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-17_15_1.jpg,uuid:943bf21d-344d-440e-bce9-8f9755682418,34135949,943bf21d-344d-440e-bce9-8f9755682418,2018-09-06T21:18:57,,,201808291543,,,1,1,True,338971
MW,29,A,42.7307 -84.472739 261.2542419433594 65,42.7307,-84.472739,261.2542419433594,65,ACRU,CC6281*01,3,5,http://classic.ona.io/api/v1/files/9283597?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-17_30_16.jpg,uuid:f9f1ad85-c4f8-4489-b820-bdfae5263b20,34136094,f9f1ad85-c4f8-4489-b820-bdfae5263b20,2018-09-06T21:30:28,,,201808291543,,,1,1,True,338971
MW,29,C,42.731224 -84.472628 261.2736997743772 20,42.731224,-84.472628,261.2736997743772,20,ACRU,CC6281*02,3,5,http://classic.ona.io/api/v1/files/9283598?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-17_30_14.jpg,uuid:b052a45f-8f57-43e7-867e-09aa585fac0c,34136095,b052a45f-8f57-43e7-867e-09aa585fac0c,2018-09-06T21:30:35,,,201808291543,,,1,1,True,338971
MW,29,A,42.730596 -84.473074 260.4492492675781 65,42.730596,-84.473074,260.4492492675781,65,ACRU,CC6281*02,2,5,http://classic.ona.io/api/v1/files/9283602?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-17_31_15.jpg,uuid:5ff33942-4f4a-4105-84a2-38523b2610f7,34136103,5ff33942-4f4a-4105-84a2-38523b2610f7,2018-09-06T21:31:29,,,201808291543,,,1,1,True,338971
TR,30,A,42.730359 -84.480916 288 5,42.730359,-84.480916,288,5,QUAL,CC1059*01,0,0,http://classic.ona.io/api/v1/files/9283825?filename=nemery1/attachments/338971_Form_BS162_2018_v2/IMG_20180906_180340-18_6_7.jpg,uuid:8b415659-8b60-4987-a4d7-f908f17914f9,34137913,8b415659-8b60-4987-a4d7-f908f17914f9,2018-09-06T22:15:32,,,201808291543,,,1,1,True,338971
TR,30,A,42.7304076 -84.4807277 288 5,42.7304076,-84.4807277,288,5,QUAL,CC4326*01,0,0,http://classic.ona.io/api/v1/files/9283829?filename=nemery1/attachments/338971_Form_BS162_2018_v2/IMG_20180906_180222-18_18_10.jpg,uuid:88b3fefb-633a-4371-969c-3f0ca3b9cb9e,34138278,88b3fefb-633a-4371-969c-3f0ca3b9cb9e,2018-09-06T22:18:25,,,201808291543,,,1,1,True,338971
MW,15,B,42.732747 -84.477464 0 80,42.732747,-84.477464,0,80,PIST,CC4636*02,0,0,http://classic.ona.io/api/v1/files/9284040?filename=nemery1/attachments/338971_Form_BS162_2018_v2/IMG_5534-20_10_4.JPG,uuid:7c3edfc8-827e-45a2-9718-a4cbd49211f2,34141714,7c3edfc8-827e-45a2-9718-a4cbd49211f2,2018-09-07T00:10:31,,,201808291543,,,1,1,True,338971
MW,15,B,42.732226 -84.476628 0 112,42.732226,-84.476628,0,112,PIST,CC4639*02,0,0,http://classic.ona.io/api/v1/files/9284042?filename=nemery1/attachments/338971_Form_BS162_2018_v2/IMG_5538-20_13_14.JPG,uuid:bae0a380-b25b-421c-af38-efc8732541b0,34141777,bae0a380-b25b-421c-af38-efc8732541b0,2018-09-07T00:13:33,,,201808291543,,,1,1,True,338971
MW,33,B,42.72262 -84.478534 261.3122253417969 65,42.72262,-84.478534,261.3122253417969,65,ACRU,20100048*07,3,0,http://classic.ona.io/api/v1/files/9284053?filename=nemery1/attachments/338971_Form_BS162_2018_v2/96712E24-6D09-4F81-8DDE-0046FB29C9CD-13_41_9.jpeg,uuid:b44e04e0-1c54-4029-96ff-ff63619b55e4,34141912,b44e04e0-1c54-4029-96ff-ff63619b55e4,2018-09-07T00:31:42,,,201808291543,,,1,1,True,338971
MW,20,C,42.732374 -84.473542 261.10809326171875 65,42.732374,-84.473542,261.10809326171875,65,ACSA,CC6259*03,0,0,http://classic.ona.io/api/v1/files/9284132?filename=nemery1/attachments/338971_Form_BS162_2018_v2/9546F995-29F7-45BA-B113-737E8D104559-17_26_25.jpeg,uuid:746a057a-458f-45de-a528-7170547afa79,34142398,746a057a-458f-45de-a528-7170547afa79,2018-09-07T01:39:18,,,201808291543,,,1,1,True,338971
TR,18,D,42.724552 -84.46559 261.0802001953125 65,42.724552,-84.46559,261.0802001953125,65,PIST,CC5067*01,0,0,http://classic.ona.io/api/v1/files/9284192?filename=nemery1/attachments/338971_Form_BS162_2018_v2/1FD54C92-1BD8-4EC3-863A-A7FBE3B1F7D7-22_20_32.jpeg,uuid:da78a78b-5bf5-4d3a-af17-07d1e307bcc0,34142592,da78a78b-5bf5-4d3a-af17-07d1e307bcc0,2018-09-07T02:20:43,,,201808291543,,,1,1,True,338971
TR,18,D,42.724558 -84.465587 260.992431640625 65,42.724558,-84.465587,260.992431640625,65,PIST,98P136*01,0,0,http://classic.ona.io/api/v1/files/9284193?filename=nemery1/attachments/338971_Form_BS162_2018_v2/D667F823-7B83-4866-9567-450881DE2958-22_21_47.jpeg,uuid:ba1cd9a2-8941-44fd-a51c-2b549a285ebf,34142593,ba1cd9a2-8941-44fd-a51c-2b549a285ebf,2018-09-07T02:21:59,,,201808291543,,,1,1,True,338971
MW,41,C,42.732033 -84.48298 256.22049713134766 10,42.732033,-84.48298,256.22049713134766,10,QUAL,20050360*10,0,5,http://classic.ona.io/api/v1/files/9288064?filename=nemery1/attachments/338971_Form_BS162_2018_v2/00E77D25-99EF-487A-A8A9-3470A984E8E3-9_20_39.jpeg,uuid:04631c00-6865-4eaa-aad2-24189265ce0c,34158852,04631c00-6865-4eaa-aad2-24189265ce0c,2018-09-07T13:20:52,,,201808291543,,,1,1,True,338971
MW,41,C,42.73193 -84.482602 258.98697662353516 5,42.73193,-84.482602,258.98697662353516,5,FAGR,CC0242*01,0,2,http://classic.ona.io/api/v1/files/9288093?filename=nemery1/attachments/338971_Form_BS162_2018_v2/67A8A022-4759-4DBF-BA0F-E928A870FD2C-9_25_41.jpeg,uuid:006acba4-de3f-4af5-b00b-683f8b45c2b6,34158950,006acba4-de3f-4af5-b00b-683f8b45c2b6,2018-09-07T13:25:55,,,201808291543,,,1,1,True,338971
MW,20,D,42.723902 -84.478047 261.8716735839844 1439.592845715614,42.723902,-84.478047,261.8716735839844,1439.592845715614,QURU,94N379*07,4,8,http://classic.ona.io/api/v1/files/9289160?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_40_25.jpg,uuid:07876a83-fa43-4157-bfa6-da336d898001,34162201,07876a83-fa43-4157-bfa6-da336d898001,2018-09-07T14:40:56,,,201808291543,,,1,1,True,338971
TR,44,D,42.7323 -84.477 0 0,42.7323,-84.477,0,0,PIST,CC4636*02,0,0,http://classic.ona.io/api/v1/files/9289175?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_28_10.jpg,uuid:cbd8e43d-c60b-418e-aded-70d5f03e6479,34162230,cbd8e43d-c60b-418e-aded-70d5f03e6479,2018-09-07T14:42:00,,,201808291543,,,1,1,True,338971
TR,44,D,42.7325 -84.4769 0 0,42.7325,-84.4769,0,0,PIST,CC4639*02,0,0,http://classic.ona.io/api/v1/files/9289182?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_36_28.jpg,uuid:3276dc7b-f9be-431c-8ce3-b61c9c159e06,34162244,3276dc7b-f9be-431c-8ce3-b61c9c159e06,2018-09-07T14:42:39,,,201808291543,,,1,1,True,338971
MW,45,D,42.730261 -84.480981 259.75760650634766 10,42.730261,-84.480981,259.75760650634766,10,QUAL,CC1059*01,0,0,http://classic.ona.io/api/v1/files/9289246?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_48_25.jpg,uuid:8aff41fa-6e88-407f-883e-9c5adf94a74d,34162564,8aff41fa-6e88-407f-883e-9c5adf94a74d,2018-09-07T14:48:40,,,201808291543,,,1,1,True,338971
MW,45,A,42.730084 -84.481163 261.2900085449219 65,42.730084,-84.481163,261.2900085449219,65,QUAL,CC1059*01,0,0,http://classic.ona.io/api/v1/files/9289250?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_49_6.jpg,uuid:276a66a0-0d36-4e63-9e16-2fe099c24337,34162617,276a66a0-0d36-4e63-9e16-2fe099c24337,2018-09-07T14:49:24,,,201808291543,,,1,1,True,338971
MW,45,B,42.730262 -84.480902 257.25370025634766 10,42.730262,-84.480902,257.25370025634766,10,QUAL,CC1059*01,0,0,http://classic.ona.io/api/v1/files/9289253?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_49_9.jpg,uuid:e47b6eaf-81c3-43c0-ad9e-526be6e2bbc3,34162645,e47b6eaf-81c3-43c0-ad9e-526be6e2bbc3,2018-09-07T14:49:48,,,201808291543,,,1,1,True,338971
TR,44,D,42.7326 -84.4805 0 0,42.7326,-84.4805,0,0,QUAL,CC0320*01,0,0,http://classic.ona.io/api/v1/files/9289371?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_42_20.jpg,uuid:0b72c81c-1372-48d3-a94a-409c5d154ec0,34163255,0b72c81c-1372-48d3-a94a-409c5d154ec0,2018-09-07T15:04:07,,,201808291543,,,1,1,True,338971
TR,44,D,42.7319 -84.481 0 0,42.7319,-84.481,0,0,QUAL,CC0383*01,0,0,http://classic.ona.io/api/v1/files/9289374?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_45_47.jpg,uuid:fac0e262-ac57-4105-8794-7b42b51f9993,34163257,fac0e262-ac57-4105-8794-7b42b51f9993,2018-09-07T15:04:09,,,201808291543,,,1,1,True,338971
TR,44,D,42.7285 -84.4798 0 0,42.7285,-84.4798,0,0,PLOC,CC9222*01,1,0,http://classic.ona.io/api/v1/files/9289377?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_52_2.jpg,uuid:f96d186d-9b7a-4109-890d-cfbad70ef8c8,34163259,f96d186d-9b7a-4109-890d-cfbad70ef8c8,2018-09-07T15:04:11,,,201808291543,,,1,1,True,338971
TR,44,D,42.7279 -84.4784 0 0,42.7279,-84.4784,0,0,PLOC,CC6500*01,5,0,http://classic.ona.io/api/v1/files/9289379?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_56_18.jpg,uuid:8af7f071-417d-4b8a-913c-b3a20619e251,34163265,8af7f071-417d-4b8a-913c-b3a20619e251,2018-09-07T15:04:16,,,201808291543,,,1,1,True,338971
MW,45,C,42.73008 -84.481108 261.2900085449219 65,42.73008,-84.481108,261.2900085449219,65,QUAL,CC1059*01,0,0,http://classic.ona.io/api/v1/files/9289430?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-10_49_8.jpg,uuid:16854709-0dd3-4d23-821f-de1ff702ed83,34163415,16854709-0dd3-4d23-821f-de1ff702ed83,2018-09-07T15:08:15,,,201808291543,,,1,1,True,338971
MW,45,D,42.726525 -84.477629 258.80753326416016 5,42.726525,-84.477629,258.80753326416016,5,PLOC,CC6694*01,0,0,http://classic.ona.io/api/v1/files/9289459?filename=nemery1/attachments/338971_Form_BS162_2018_v2/C7607BAC-5479-4C1B-B8C2-DEDD74EDB99D-11_9_5.jpeg,uuid:f7c674e3-3fc2-403a-8acb-9dcd8f7e22ee,34163496,f7c674e3-3fc2-403a-8acb-9dcd8f7e22ee,2018-09-07T15:09:18,,,201808291543,,,1,1,True,338971
MW,45,A,42.726588 -84.477847 259.96856689453125 65,42.726588,-84.477847,259.96856689453125,65,PLOC,CC6694*02,5,0,http://classic.ona.io/api/v1/files/9289463?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_9_2.jpg,uuid:08160879-4338-4bd7-9be5-33410118772e,34163512,08160879-4338-4bd7-9be5-33410118772e,2018-09-07T15:09:58,,,201808291543,,,1,1,True,338971
MW,45,C,42.72623 -84.477906 260.67120361328125 76.56642678649942,42.72623,-84.477906,260.67120361328125,76.56642678649942,PLOC,CC6694*01,5,0,http://classic.ona.io/api/v1/files/9289465?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_9_57.jpg,uuid:529b392a-46bc-48aa-8cca-d848c2d4c3d0,34163524,529b392a-46bc-48aa-8cca-d848c2d4c3d0,2018-09-07T15:10:12,,,201808291543,,,1,1,True,338971
MW,45,A,42.726597 -84.477812 260.0249938964844 65,42.726597,-84.477812,260.0249938964844,65,PLOC,CC6694*01,5,0,http://classic.ona.io/api/v1/files/9289468?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_10_43.jpg,uuid:6817d6d9-2d1f-4f60-842d-4d76c4c7d1ad,34163557,6817d6d9-2d1f-4f60-842d-4d76c4c7d1ad,2018-09-07T15:10:56,,,201808291543,,,1,1,True,338971
MW,45,C,42.726342 -84.476847 259.7298278808594 65,42.726342,-84.476847,259.7298278808594,65,PLOC,CC6694*02,5,0,http://classic.ona.io/api/v1/files/9289472?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_11_2.jpg,uuid:a5fbaec6-6dbb-4a1c-9ea3-b814bd85bcfa,34163581,a5fbaec6-6dbb-4a1c-9ea3-b814bd85bcfa,2018-09-07T15:11:23,,,201808291543,,,1,1,True,338971
MW,45,A,42.726494 -84.477152 261.07379150390625 65,42.726494,-84.477152,261.07379150390625,65,QURU,89P063*08,0,0,http://classic.ona.io/api/v1/files/9289486?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_15_21.jpg,uuid:651a47cb-17b6-4aee-9645-96f2afd4c374,34163701,651a47cb-17b6-4aee-9645-96f2afd4c374,2018-09-07T15:15:39,,,201808291543,,,1,1,True,338971
MW,45,C,42.726399 -84.477218 260.2799072265625 65,42.726399,-84.477218,260.2799072265625,65,QURU,89P063*08,0,0,http://classic.ona.io/api/v1/files/9289497?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_16_9.jpg,uuid:b51d56c8-f1ea-4fd7-9cc6-2a421356d968,34163730,b51d56c8-f1ea-4fd7-9cc6-2a421356d968,2018-09-07T15:17:12,,,201808291543,,,1,1,True,338971
MW,45,A,42.7264 -84.476758 261.0248107910156 65,42.7264,-84.476758,261.0248107910156,65,QURU,89P063*02,0,0,http://classic.ona.io/api/v1/files/9289499?filename=nemery1/attachments/338971_Form_BS162_2018_v2/image-11_17_10.jpg,uuid:f46ec1d1-712a-4f5a-a4df-e8835abbe61a,34163739,f46ec1d1-712a-4f5a-a4df-e8835abbe61a,2018-09-07T15:17:27,,,201808291543,,,1,1,True,338971
MW,32,B,42.727018 -84.480747 259.02154541015625 65,42.727018,-84.480747,259.02154541015625,65,COFL,CC1720*02,10,5,http://classic.ona.io/api/v1/files/9289548?filename=nemery1/attachments/338971_Form_BS162_2018_v2/8FC8222C-F1C0-437B-9309-CEAC42331744-11_25_28.jpeg,uuid:06e2c677-2859-4d6c-9bbb-e63af474e576,34163943,06e2c677-2859-4d6c-9bbb-e63af474e576,2018-09-07T15:25:40,,,201808291543,,,1,1,True,338971
MW,45,D,42.726399 -84.477757 246.59342193603516 10,42.726399,-84.477757,246.59342193603516,10,PLOC,CC6694*02,0,0,http://classic.ona.io/api/v1/files/9289574?filename=nemery1/attachments/338971_Form_BS162_2018_v2/AC2B8238-55F4-49EB-AE9A-683217DD3088-11_9_37.jpeg,uuid:02c2e601-b385-43a9-927b-8fc6a7354424,34163995,02c2e601-b385-43a9-927b-8fc6a7354424,2018-09-07T15:27:56,,,201808291543,,,1,1,True,338971
