section,group_num,student_id,tree_gps,_tree_gps_latitude,_tree_gps_longitude,_tree_gps_altitude,_tree_gps_precision,species,individual,color,fall,photo,meta/instanceID,_id,_uuid,_submission_time,_tags,_notes,_version,_duration,_submitted_by,_total_media,_media_count,_media_all_received,_xform_id
TR,21,A,42.722985 -84.473109 263.139404296875 65,42.722985,-84.473109,263.139404296875,65,COFL,CC1402*01,1,5,http://classic.ona.io/api/v1/files/12953351?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_43_JuaAQBi.jpg,uuid:226e0ef7-f484-4dd5-bb31-3247329e8f43,51246259,226e0ef7-f484-4dd5-bb31-3247329e8f43,2019-09-10T17:02:13,,,201909070315,,,1,1,True,443338
TR,44,A,42.722821 -84.473123 229.3000030517578 13.666999816894531,42.722821,-84.473123,229.3000030517578,13.666999816894531,ACRU,CC6341*01,100,1,http://classic.ona.io/api/v1/files/12953350?filename=nemery1/attachments/443338_Form_BS162_2019/15681349328123698716785308455909-13_2_27.jpg,uuid:95840c2b-f3ff-42b6-9da9-ca8d8a0fbe1c,51246260,95840c2b-f3ff-42b6-9da9-ca8d8a0fbe1c,2019-09-10T17:02:13,,,201909070315,,,1,1,True,443338
TR,15,A,42.722822 -84.473125 229.20001220703125 13.57699966430664,42.722822,-84.473125,229.20001220703125,13.57699966430664,PIST,CC5067*01,10,10,http://classic.ona.io/api/v1/files/12953356?filename=nemery1/attachments/443338_Form_BS162_2019/15681349060313853798139812497725-13_1_52.jpg,uuid:d69bb624-76f7-43de-9135-af7c16f86e6f,51246261,d69bb624-76f7-43de-9135-af7c16f86e6f,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,33,C,42.723188 -84.472226 0 1200,42.723188,-84.472226,0,1200,QURU,98P021*03,23,34,http://classic.ona.io/api/v1/files/12953354?filename=nemery1/attachments/443338_Form_BS162_2019/15681349450631710427071-13_2_36.jpg,uuid:aade189b-7e51-42b4-a97f-cf6c5c155a92,51246262,aade189b-7e51-42b4-a97f-cf6c5c155a92,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,32,A,42.723021 -84.473081 262.9833068847656 65,42.723021,-84.473081,262.9833068847656,65,QURU,NN0748*01,10,0,http://classic.ona.io/api/v1/files/12953403?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_43_zNcKNQC.jpg,uuid:72afa58c-ce62-434e-8d73-10c69477fade,51246263,72afa58c-ce62-434e-8d73-10c69477fade,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,8,A,42.722966 -84.473173 264 20,42.722966,-84.473173,264,20,MEGL,20080508*03,20,10,http://classic.ona.io/api/v1/files/12953389?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_44_DPeWlz8.jpg,uuid:fb3e1ecf-0016-4a16-9026-0c656a826bdd,51246264,fb3e1ecf-0016-4a16-9026-0c656a826bdd,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,17,B,42.722973 -84.473086 261.4120178222656 65,42.722973,-84.473086,261.4120178222656,65,COFL,CC1741*01,1,0,http://classic.ona.io/api/v1/files/12953352?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_42_Yy1R96r.jpg,uuid:556e54bb-d529-4a6e-be31-d6f7440f9f5c,51246265,556e54bb-d529-4a6e-be31-d6f7440f9f5c,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,50,A,42.722962 -84.472985 262.3067932128906 65,42.722962,-84.472985,262.3067932128906,65,QURU,89P063*01,1,1,http://classic.ona.io/api/v1/files/12953383?filename=nemery1/attachments/443338_Form_BS162_2019/CF849C3E-0273-43A4-A97A-026222FDC64E-13_1_34.jpeg,uuid:085fdfb6-8cf1-4e46-b63f-47bb24c3cf60,51246266,085fdfb6-8cf1-4e46-b63f-47bb24c3cf60,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,26,A,42.722937 -84.472989 261.19317626953125 65,42.722937,-84.472989,261.19317626953125,65,ACSA,CC4423*01,40,60,http://classic.ona.io/api/v1/files/12953371?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_40_fs3HBwN.jpg,uuid:ac5993af-36fb-45a0-86cc-18beb32eee0b,51246267,ac5993af-36fb-45a0-86cc-18beb32eee0b,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,18,A,42.722987 -84.473076 262.6711120605469 65,42.722987,-84.473076,262.6711120605469,65,QUAL,CC4955*01,0,0,http://classic.ona.io/api/v1/files/12953388?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_42_L5dzszC.jpg,uuid:3b06a3b6-2508-4048-8db2-ef286c152c05,51246268,3b06a3b6-2508-4048-8db2-ef286c152c05,2019-09-10T17:02:14,,,201909070315,,,1,1,True,443338
TR,50,A,42.722958 -84.472971 261.3777160644531 65,42.722958,-84.472971,261.3777160644531,65,PIST,CC4676*02,60,30,http://classic.ona.io/api/v1/files/12953353?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_38.jpg,uuid:73b351ae-c8c6-4c5c-bad1-1240d59e5363,51246269,73b351ae-c8c6-4c5c-bad1-1240d59e5363,2019-09-10T17:02:15,,,201909070315,,,1,1,True,443338
TR,15,A,42.722976 -84.473154 261.6275329589844 65,42.722976,-84.473154,261.6275329589844,65,PIST,CC4676*01,50,25,http://classic.ona.io/api/v1/files/12953359?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_40.jpg,uuid:7cb805b9-fae3-4001-a9d2-45d825590be8,51246270,7cb805b9-fae3-4001-a9d2-45d825590be8,2019-09-10T17:02:15,,,201909070315,,,1,1,True,443338
TR,46,C,42.722998 -84.473065 262.3871765136719 65,42.722998,-84.473065,262.3871765136719,65,ACRU,CC6281*02,69,69,http://classic.ona.io/api/v1/files/12953364?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_48.jpg,uuid:6f6ca794-1179-4412-84be-261d34777526,51246271,6f6ca794-1179-4412-84be-261d34777526,2019-09-10T17:02:15,,,201909070315,,,1,1,True,443338
TR,43,A,42.722986 -84.473048 262.3531799316406 65,42.722986,-84.473048,262.3531799316406,65,FAGR,CC0169*01,6,3,http://classic.ona.io/api/v1/files/12953369?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_51_S0BjkS9.jpg,uuid:48fd7d77-8c23-4f21-b6a8-2d7486095e4a,51246272,48fd7d77-8c23-4f21-b6a8-2d7486095e4a,2019-09-10T17:02:15,,,201909070315,,,1,1,True,443338
TR,30,A,42.722999 -84.473096 263.30023193359375 65,42.722999,-84.473096,263.30023193359375,65,PIST,CC5067*01,70,30,http://classic.ona.io/api/v1/files/12953368?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_41.jpg,uuid:155cfcf2-7d6e-46ad-a591-625f05c28dd5,51246273,155cfcf2-7d6e-46ad-a591-625f05c28dd5,2019-09-10T17:02:16,,,201909070315,,,1,1,True,443338
TR,36,A,42.722983 -84.473088 262.1437683105469 65,42.722983,-84.473088,262.1437683105469,65,ULMA,CC6283*01,40,40,http://classic.ona.io/api/v1/files/12953355?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_38_LQCdVVr.jpg,uuid:4ac87f3d-5417-4a63-857d-82ca48432128,51246274,4ac87f3d-5417-4a63-857d-82ca48432128,2019-09-10T17:02:16,,,201909070315,,,1,1,True,443338
TR,32,A,42.723024 -84.473057 262.4996032714844 65,42.723024,-84.473057,262.4996032714844,65,FAGR,20070154*04,28,2,http://classic.ona.io/api/v1/files/12953357?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_39_tcAAk3L.jpg,uuid:08e0f0f2-f829-401d-b973-679aa42c83d0,51246275,08e0f0f2-f829-401d-b973-679aa42c83d0,2019-09-10T17:02:16,,,201909070315,,,1,1,True,443338
TR,40,A,42.723004 -84.473155 263.150634765625 65,42.723004,-84.473155,263.150634765625,65,ULMA,CC5459*03,4,2,http://classic.ona.io/api/v1/files/12953358?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_43_toBDzst.jpg,uuid:6d1d82eb-bd84-46a3-ba0a-44b01a672a7e,51246276,6d1d82eb-bd84-46a3-ba0a-44b01a672a7e,2019-09-10T17:02:16,,,201909070315,,,1,1,True,443338
TR,10,A,42.72298 -84.473069 263.10821533203125 65,42.72298,-84.473069,263.10821533203125,65,COFL,CC1402*01,10,5,http://classic.ona.io/api/v1/files/12953387?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_46_3SJLt8n.jpg,uuid:14dfb5a8-d04b-4321-b3b0-95d310a22e62,51246277,14dfb5a8-d04b-4321-b3b0-95d310a22e62,2019-09-10T17:02:16,,,201909070315,,,1,1,True,443338
TR,46,D,42.722957 -84.472999 261.66485595703125 65,42.722957,-84.472999,261.66485595703125,65,QUAL,CC0320*01,100,100,http://classic.ona.io/api/v1/files/12953395?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_48_XDjJauw.jpg,uuid:5ee3f6be-be23-4cc1-b956-3fe1fe5bbd29,51246278,5ee3f6be-be23-4cc1-b956-3fe1fe5bbd29,2019-09-10T17:02:16,,,201909070315,,,1,1,True,443338
TR,44,D,42.722984 -84.473157 262.4512009223496 20,42.722984,-84.473157,262.4512009223496,20,ULMA,CC6405*01,45,60,http://classic.ona.io/api/v1/files/12953391?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_30.jpg,uuid:42a8e28c-ec64-467a-895c-4df12fd7a0a1,51246279,42a8e28c-ec64-467a-895c-4df12fd7a0a1,2019-09-10T17:02:17,,,201909070315,,,1,1,True,443338
TR,1,A,42.722982 -84.473154 262.9597473144531 65,42.722982,-84.473154,262.9597473144531,65,COFL,CC2938*01,60,20,http://classic.ona.io/api/v1/files/12953360?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_38_bk5Dlyx.jpg,uuid:32c0b323-4dd9-4c3e-9795-0ffea78de6a5,51246280,32c0b323-4dd9-4c3e-9795-0ffea78de6a5,2019-09-10T17:02:17,,,201909070315,,,1,1,True,443338
TR,1,A,42.722994 -84.473125 261.19000244140625 65,42.722994,-84.473125,261.19000244140625,65,COFL,20110608*01,40,4,http://classic.ona.io/api/v1/files/12953363?filename=nemery1/attachments/443338_Form_BS162_2019/DB881A88-A260-4323-AA20-F11E800013A9-13_1_46.jpeg,uuid:9ac697af-b6d0-44d0-9337-45571d043299,51246281,9ac697af-b6d0-44d0-9337-45571d043299,2019-09-10T17:02:17,,,201909070315,,,1,1,True,443338
TR,47,E,42.722987 -84.473063 262.9289245605469 65,42.722987,-84.473063,262.9289245605469,65,MEGL,CC1126*01,10,2,http://classic.ona.io/api/v1/files/12953404?filename=nemery1/attachments/443338_Form_BS162_2019/12CB7D42-9CF0-46A8-948D-A37B1A452223-13_1_29.jpeg,uuid:e8ee6f1c-08eb-4a2d-95d3-d38fe3c35c41,51246282,e8ee6f1c-08eb-4a2d-95d3-d38fe3c35c41,2019-09-10T17:02:17,,,201909070315,,,1,1,True,443338
TR,36,A,42.722982 -84.4732 262.602783203125 65,42.722982,-84.4732,262.602783203125,65,ACSA,CC4333*01,67,20,http://classic.ona.io/api/v1/files/12953361?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_46.jpg,uuid:05e43a18-4f4b-4515-a199-b9f247755e5a,51246283,05e43a18-4f4b-4515-a199-b9f247755e5a,2019-09-10T17:02:17,,,201909070315,,,1,1,True,443338
TR,49,E,42.722798 -84.473078 229.3000030517578 13.855999946594238,42.722798,-84.473078,229.3000030517578,13.855999946594238,QURU,89P063*02,99,1,http://classic.ona.io/api/v1/files/12953370?filename=nemery1/attachments/443338_Form_BS162_2019/15681349826824398777925746698283-13_3_9.jpg,uuid:e5fa4e31-373c-4ac8-9287-8f416b977b22,51246284,e5fa4e31-373c-4ac8-9287-8f416b977b22,2019-09-10T17:02:17,,,201909070315,,,1,1,True,443338
TR,6,A,42.722946 -84.473122 263.1091613769531 65,42.722946,-84.473122,263.1091613769531,65,QUAL,CC4955*04,45,5,http://classic.ona.io/api/v1/files/12953419?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_39_xcxVejS.jpg,uuid:81079bb7-b896-4aae-bb10-6cdcb63b13f1,51246285,81079bb7-b896-4aae-bb10-6cdcb63b13f1,2019-09-10T17:02:18,,,201909070315,,,1,1,True,443338
TR,8,A,42.722975 -84.473033 261.2099304199219 65,42.722975,-84.473033,261.2099304199219,65,PLOC,CC5484*02,44,56,http://classic.ona.io/api/v1/files/12953378?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_40_mBndv3B.jpg,uuid:4dbddace-d0d2-49cc-af14-7be5b522aaa4,51246286,4dbddace-d0d2-49cc-af14-7be5b522aaa4,2019-09-10T17:02:18,,,201909070315,,,1,1,True,443338
TR,31,A,42.722981 -84.473065 262.02886962890625 65,42.722981,-84.473065,262.02886962890625,65,MEGL,20000146*03,60,20,http://classic.ona.io/api/v1/files/12953377?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_52.jpg,uuid:48ae1471-7ce1-4f85-ab1b-a892929923e1,51246287,48ae1471-7ce1-4f85-ab1b-a892929923e1,2019-09-10T17:02:19,,,201909070315,,,1,1,True,443338
TR,26,B,42.722987 -84.473123 262.23583984375 65,42.722987,-84.473123,262.23583984375,65,MEGL,20060244*05,35,15,http://classic.ona.io/api/v1/files/12953362?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_51_QvLavF0.jpg,uuid:be0b3cad-ee49-4eda-9d9f-e19e8930ef04,51246289,be0b3cad-ee49-4eda-9d9f-e19e8930ef04,2019-09-10T17:02:19,,,201909070315,,,1,1,True,443338
TR,16,A,42.722981 -84.473029 261.2080078125 65,42.722981,-84.473029,261.2080078125,65,COFL,CC7298*01,10,5,http://classic.ona.io/api/v1/files/12953366?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_42_oCuO656.jpg,uuid:305ae6d7-47c9-477e-aa95-d8780fe99823,51246290,305ae6d7-47c9-477e-aa95-d8780fe99823,2019-09-10T17:02:19,,,201909070315,,,1,1,True,443338
TR,2,A,2 2 5 5,2,2,5,5,ACSA,CC6259*04,5,5,http://classic.ona.io/api/v1/files/12953372?filename=nemery1/attachments/443338_Form_BS162_2019/20190906_114931-13_1_40.jpg,uuid:5c62c279-b729-4845-9071-e6e36d1a95fc,51246291,5c62c279-b729-4845-9071-e6e36d1a95fc,2019-09-10T17:02:19,,,201909070315,,,1,1,True,443338
TR,49,A,42.722987 -84.473099 262.5853576660156 65,42.722987,-84.473099,262.5853576660156,65,FAGR,CC6328*01,15,20,http://classic.ona.io/api/v1/files/12953365?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_43_F76lHaQ.jpg,uuid:8accd9df-63b4-4649-9c15-8d12cf1e22d8,51246292,8accd9df-63b4-4649-9c15-8d12cf1e22d8,2019-09-10T17:02:20,,,201909070315,,,1,1,True,443338
TR,11,B,42.72301 -84.473038 262.6097106933594 65,42.72301,-84.473038,262.6097106933594,65,ACRU,CC6281*02,50,40,http://classic.ona.io/api/v1/files/12953381?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_43_upSgRpR.jpg,uuid:bbb9a148-7040-4e6b-9299-674928090491,51246293,bbb9a148-7040-4e6b-9299-674928090491,2019-09-10T17:02:20,,,201909070315,,,1,1,True,443338
TR,38,C,42.722815 -84.473051 229.3000030517578 18.209999084472656,42.722815,-84.473051,229.3000030517578,18.209999084472656,ACSA,CC6259*01,99,1,http://classic.ona.io/api/v1/files/12953367?filename=nemery1/attachments/443338_Form_BS162_2019/20190908_085253-13_2_0.jpg,uuid:74320ff5-97cc-4d76-ab30-d579ee7361fc,51246295,74320ff5-97cc-4d76-ab30-d579ee7361fc,2019-09-10T17:02:21,,,201909070315,,,1,1,True,443338
TR,25,A,42.722999 -84.473056 262.39910888671875 65,42.722999,-84.473056,262.39910888671875,65,MEGL,20060244*07,15,10,http://classic.ona.io/api/v1/files/12953411?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_9.jpg,uuid:d509ba78-ddfa-4374-87c8-bfe46d19ca59,51246296,d509ba78-ddfa-4374-87c8-bfe46d19ca59,2019-09-10T17:02:21,,,201909070315,,,1,1,True,443338
TR,17,A,42.722986 -84.473043 261.1700134277344 65,42.722986,-84.473043,261.1700134277344,65,ACSA,CC1032*01,2,2,http://classic.ona.io/api/v1/files/12953373?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_2_0.jpg,uuid:b1aba438-21f4-4337-900b-782464d84e74,51246297,b1aba438-21f4-4337-900b-782464d84e74,2019-09-10T17:02:21,,,201909070315,,,1,1,True,443338
TR,16,A,42.722989 -84.473123 262.7421875 65,42.722989,-84.473123,262.7421875,65,COFL,CC2938*01,70,70,http://classic.ona.io/api/v1/files/12953376?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_56.jpg,uuid:09a32d33-25aa-4ada-ab5e-5a01494efd06,51246298,09a32d33-25aa-4ada-ab5e-5a01494efd06,2019-09-10T17:02:21,,,201909070315,,,1,1,True,443338
TR,17,A,42.722993 -84.473131 261.79241943359375 65,42.722993,-84.473131,261.79241943359375,65,FAGR,CC0255*01,30,30,http://classic.ona.io/api/v1/files/12953374?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_40_NTlBdzY.jpg,uuid:5bff0706-4306-45b7-8654-c2a4266f3cbd,51246299,5bff0706-4306-45b7-8654-c2a4266f3cbd,2019-09-10T17:02:22,,,201909070315,,,1,1,True,443338
TR,5,A,42.723029 -84.473021 261.9120178222656 65,42.723029,-84.473021,261.9120178222656,65,PLOC,CC2662*01,50,50,http://classic.ona.io/api/v1/files/12953396?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_53.jpg,uuid:850102d5-8dbc-431b-a2ae-8a6d7b567fd8,51246300,850102d5-8dbc-431b-a2ae-8a6d7b567fd8,2019-09-10T17:02:22,,,201909070315,,,1,1,True,443338
TR,27,B,42.722985 -84.473099 262.06399450331145 10,42.722985,-84.473099,262.06399450331145,10,COFL,CC1402*01,34,56,http://classic.ona.io/api/v1/files/12953408?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_43_5XUbIh4.jpg,uuid:8ee94f7e-81db-4267-900a-8257a8079414,51246301,8ee94f7e-81db-4267-900a-8257a8079414,2019-09-10T17:02:22,,,201909070315,,,1,1,True,443338
TR,34,E,42.722818 -84.473094 229.3000030517578 13.932000160217285,42.722818,-84.473094,229.3000030517578,13.932000160217285,PIST,CC4639*02,20,10,http://classic.ona.io/api/v1/files/12953397?filename=nemery1/attachments/443338_Form_BS162_2019/15681349079788753593590022107899-13_1_55.jpg,uuid:e7142d85-3f39-4f4d-95ef-1fd26ab36d39,51246302,e7142d85-3f39-4f4d-95ef-1fd26ab36d39,2019-09-10T17:02:24,,,201909070315,,,1,1,True,443338
TR,44,A,42.722973 -84.473093 263.3245849609375 65,42.722973,-84.473093,263.3245849609375,65,FAGR,CC0242*01,100,100,http://classic.ona.io/api/v1/files/12953435?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_22.jpg,uuid:fa523c12-55d7-4f0d-b2c0-c613979ef070,51246303,fa523c12-55d7-4f0d-b2c0-c613979ef070,2019-09-10T17:02:24,,,201909070315,,,1,1,True,443338
TR,14,A,42.722804 -84.473031 229.20001220703125 14.335000038146973,42.722804,-84.473031,229.20001220703125,14.335000038146973,PLOC,CC6500*01,10,10,http://classic.ona.io/api/v1/files/12953375?filename=nemery1/attachments/443338_Form_BS162_2019/15681349033496241564059851071676-13_1_51.jpg,uuid:3361bf11-b56b-4d13-bbbe-ea2e7bb74aa7,51246304,3361bf11-b56b-4d13-bbbe-ea2e7bb74aa7,2019-09-10T17:02:24,,,201909070315,,,1,1,True,443338
TR,25,B,42.723115 -84.473216 262.4266052246094 65,42.723115,-84.473216,262.4266052246094,65,COFL,CC0549*01,10,2,http://classic.ona.io/api/v1/files/12953390?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_56_mTX1XGb.jpg,uuid:3c01c378-a499-43e1-adb3-3245e4d3a1ce,51246305,3c01c378-a499-43e1-adb3-3245e4d3a1ce,2019-09-10T17:02:25,,,201909070315,,,1,1,True,443338
TR,40,B,42.722992 -84.472998 262.3395690917969 65,42.722992,-84.472998,262.3395690917969,65,COFL,CC0364*01,67,34,http://classic.ona.io/api/v1/files/12953409?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_52_Pp25CVi.jpg,uuid:b3fe3419-34ec-4f3b-b517-64c5e0f36a60,51246306,b3fe3419-34ec-4f3b-b517-64c5e0f36a60,2019-09-10T17:02:26,,,201909070315,,,1,1,True,443338
TR,19,E,42.72301 -84.473179 262.5245056152344 65,42.72301,-84.473179,262.5245056152344,65,FAGR,CC1245*01,69,69,http://classic.ona.io/api/v1/files/12953380?filename=nemery1/attachments/443338_Form_BS162_2019/E0AF1C2C-8426-4433-864B-2510612716BA-13_2_7.jpeg,uuid:38d0dd79-e843-4302-9fe8-1aae7a5517de,51246308,38d0dd79-e843-4302-9fe8-1aae7a5517de,2019-09-10T17:02:26,,,201909070315,,,1,1,True,443338
TR,12,A,42.723006 -84.473075 262.10467529296875 65,42.723006,-84.473075,262.10467529296875,65,QUAL,CC0239*01,7,6,http://classic.ona.io/api/v1/files/12953424?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_41_eY0ztxs.jpg,uuid:ab51688e-7bc8-45c8-bed0-df58b745118a,51246309,ab51688e-7bc8-45c8-bed0-df58b745118a,2019-09-10T17:02:27,,,201909070315,,,1,1,True,443338
TR,4,D,42.722947 -84.473108 264.1867370605469 65,42.722947,-84.473108,264.1867370605469,65,FAGR,20130268*02,70,30,http://classic.ona.io/api/v1/files/12953385?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_38_fPBXMFE.jpg,uuid:b5997af5-78a2-465d-899b-24fa60506291,51246310,b5997af5-78a2-465d-899b-24fa60506291,2019-09-10T17:02:27,,,201909070315,,,1,1,True,443338
TR,38,E,42.720461 -84.47017 0 3880,42.720461,-84.47017,0,3880,COFL,CC2202*01,69,34,http://classic.ona.io/api/v1/files/12953437?filename=nemery1/attachments/443338_Form_BS162_2019/bf-13_1_44.jpg,uuid:d4ec3725-a758-454b-b327-f466407269f4,51246311,d4ec3725-a758-454b-b327-f466407269f4,2019-09-10T17:02:27,,,201909070315,,,1,1,True,443338
TR,9,A,42.7229 -84.47295 262.2114562988281 10,42.7229,-84.47295,262.2114562988281,10,FAGR,CC1245*01,10,33,http://classic.ona.io/api/v1/files/12953379?filename=nemery1/attachments/443338_Form_BS162_2019/image-13_1_44.jpg,uuid:a7c247bc-5490-4181-a4e2-d41da7fe4eb0,51246312,a7c247bc-5490-4181-a4e2-d41da7fe4eb0,2019-09-10T17:02:27,,,201909070315,,,1,1,True,443338
